id,track_popularity,explicit
02MBhqgR7WeeI4ZfB6Lo0i,0,FALSE
5j4M4gLYuUy9PVw0vsXWyq,0,FALSE
46EucLPJpx0QM3SCjzzdP0,0,FALSE
4nK2LvW3osgDT89S38Mcg6,0,FALSE
1Pq37WIQZDG7yNFnY5IbqG,0,FALSE
2BlVCk4aedlkMynOLdpCcI,0,FALSE
3Nt8fA4rKmuThkHxFir2qZ,0,FALSE
5ZHikLIzGAqbTphErWuREz,0,FALSE
2LcBaiAK9KqVzj5TdfFkTt,0,FALSE
5McTq9Mwsk1Tpu31yDNOBE,0,FALSE
3g1CrdpRNtMPRLoleCvFSo,0,FALSE
6xThGKJB0m7ulzi4toI18x,0,FALSE
7zznHKZjl1OuMMb2pPMgUp,0,FALSE
5i6P9NULtzkZIfwOk0RJLY,0,FALSE
5117g3rjt37uAs1xvATLJD,0,FALSE
5kFTiU6MmyJpFcek1xdUPV,0,FALSE
4BRwdTJKnBsTzxVxNgtJQe,0,FALSE
78WOZjqwC0RyftIcGVYH7T,0,FALSE
4m1597QAg0Kwtq3ESdov72,0,FALSE
6deS2lsipxcdGbsS8Vr5Wp,0,FALSE
0FVs1983vi0fpRIiSIiLRL,0,FALSE
2ZLnSVpbgctG2okHeX57TS,0,FALSE
4SqioQiWBY6cYuJ72XcpVn,0,FALSE
0CSexlCEoSDtjejy1wiMcW,0,FALSE
3Mr4AcClzUMwXTAVBfsjgt,0,FALSE
5eeeuoLLZ0N35M8BEPJZ3k,0,FALSE
4IDt9WeGyngVMGngtVYmQA,0,FALSE
2k21Y6SQClhB1RGjsj1fAX,0,FALSE
5VdIabELAtsXRBoB0GeHP7,0,FALSE
6ERFZvMcNniKKxKMqXZpLE,0,FALSE
660sXdskUSV94F9qFzD93F,0,FALSE
27SAi1XrVDxaUz6cXGOmS1,0,FALSE
2gdyBzuwHmOR3IkDk3hUZL,0,FALSE
4yV3lyQ2UwiZxrSorfz5J6,0,FALSE
5n436bYjwwA9JL7uFilcim,0,FALSE
66QsJ2G3ViEaLSr3MpMTns,0,FALSE
7bbXIdIWPHUPBKXvR2rj1F,0,FALSE
6GsiJ3lbtUaXH8gO58g1Lg,0,FALSE
4SI0tvZE9Vvvlb8jbo2pY0,0,FALSE
6dmx3KdUh1kgnVTKAuNjJG,0,FALSE
3DkWfqJ1cDsJPUw9zL2GzP,0,FALSE
1qUSLN32GCU0pojecwPHVy,0,FALSE
0tzGtZfzmZIYX2NnhIruno,0,FALSE
5PJ8n4odqbTuvZYbf4tHtc,0,FALSE
5xI0gr5sRIdYX7faghmfGQ,0,FALSE
5RmKZ2EmBYCPZnuUrevRkv,0,FALSE
7mVYFiXc8l6zz7vLVL30YO,0,FALSE
5CtOsR0kXGsrlnNcevYDdN,0,FALSE
2p4R77yIFjAq1RDrAXjG8d,0,FALSE
0qkvypZcy6U02MwQtmymOZ,0,FALSE
343NxbzCEDGP2VKzbcY31v,0,FALSE
3dkmxOafUlEBUHKFH1GwWF,0,FALSE
7C3ePsnSBBy8H6sJkW3pSG,0,FALSE
6nYL5y1mE4N2XfW3mgPrdy,0,FALSE
2Ra0J4YUaaPJJv3OixsZKE,0,FALSE
24o7bxvEBHKvlrOcb3hr6T,0,FALSE
4faBSxnPaxRO3mQo6ACb8n,0,FALSE
2yATjhukxHm0VaRnrFh68R,0,FALSE
6i2ikeZ64rPr1FwfLkrPSS,0,FALSE
7pzqGqGORKE1A3UsRAorSg,0,FALSE
0FCimZ8t2QjsYd4YggnCwT,0,FALSE
0A9oS8wKbhmBPfjZ3qUgiE,0,FALSE
42nR3lkHHbj7SAsbDdNG7Y,0,FALSE
22xc2OktD454NIQV0INAxS,0,FALSE
5Er5t8KkPrIoVfxZmmVJZX,0,FALSE
6URzj7BSoqxaS0hGz8LKOR,0,FALSE
12mx3gQougcaxwLc3MK540,0,FALSE
2DzAFiaNaJFtfNXlyakg8Q,0,FALSE
6UUyrDTLS3SwmdQjyX8rr8,0,FALSE
5cHKG88Ghkhs4LlD7rpBDP,0,FALSE
0so12ZYzVD1dUrv1ANBBjB,0,FALSE
1HiDsuSjACTRgEZFv6IIP0,0,FALSE
08zTMg4UhqUDDpgx28LcYV,0,FALSE
4m3EqYwuGlwwyBgmc3asYu,0,FALSE
3aOmudEVa0kg7Rr3aDqeGS,0,FALSE
2DezBTsnfag6dme8ah1iqc,0,FALSE
01tRkF2ZKb8nkSaxgOhfJb,0,FALSE
2p5SFBzyXzE6rwlLr4PNlg,0,FALSE
75QIhl3g5MaPAz4g8g5snM,0,FALSE
0EBIvidjNqNOlvg1ZjxI0j,0,FALSE
1lfusnyBkIBTFfvEwagg0Y,0,FALSE
1PhfVMxVXrAdqdnP65uUNT,0,FALSE
0LYwPD8YCc9nZFb2KGA3ff,0,FALSE
5VhBcKnW8sukTMyWkE3XNW,0,FALSE
5PusmQyZLoOlLdrW2lEqdF,0,FALSE
4FDkoxxL5GfOKk1P0fgp1o,0,FALSE
6PvjVxjRkIbvnWY8u7sLfk,0,FALSE
4zGEJCu9i50zPUlY6Gewta,0,FALSE
7HdocYaCRGtmaYGCd5BA6k,0,FALSE
3taKrKLhRxnwbYTb3ZxIvW,0,FALSE
7zQ2WLryoPuHsvyKAJ0OEE,0,FALSE
3g4bKgNfb0mNpQMatPJajv,0,FALSE
5oGweRUwu08ixe1sQlK4rS,0,FALSE
5dZpK4nIpmkjGO8QFQs5Y1,0,FALSE
7sA9ZqvruWuyIwc7W7OEis,0,FALSE
0rmZLZRuNb5Y3oXXbM7B5y,0,FALSE
646vkQQftNV7pelVkhY5Q9,0,FALSE
15YgaDNpuuLEEyUgRw2821,0,FALSE
7njFm7J51WyUSrmIjemkJm,0,FALSE
41XdzisgB2n5GI3hnMcraC,0,FALSE
49Om6Spp5jewLCJwuykR0W,0,FALSE
1GhUNDXKSDgUVAQnEws1Yg,0,FALSE
013AzMsMH0eUMJvJSlBlgs,0,FALSE
7yfilWNdk5rGLWxAUk3KuV,0,FALSE
1AsVUT9vcQfYZiPvdch1nv,0,FALSE
48mRi4EHoKz3GlmepUvXPG,0,FALSE
3GYPQM4QlQEn9TwaerKL64,0,FALSE
3C6GW9nyLO80eJFKSfmyH1,0,FALSE
16swIjpDJoYScFlhNSoJKw,0,FALSE
6xabEEgkTZOhiNHi7fzZnZ,0,FALSE
3pRGpGhbkyQg1YQNBWVHTG,0,FALSE
32pp329aVeA02PsSiQRCvy,0,FALSE
23O9Uu4nCuOalww03McNck,0,FALSE
5aoG0zzfWESmIhuX2ZTErm,0,FALSE
0DY3LEVeodi2jsQ7C541HF,0,FALSE
12aNJj4DfDLsDICFpgXtvW,0,FALSE
3ykjRwD0s7JgGDiisy6wZ7,0,FALSE
21TUXk2sKoxZYNfccJm56Q,0,FALSE
4UtDvxpTjQyIAOXMLx28QT,0,FALSE
354pw9y81CAySnIBcnDuYM,0,FALSE
1T8AsqEhHbQPUv53GRhCHq,0,FALSE
5p9DZ3id0RfAdmKA8JwEgM,0,FALSE
27gnS4Uh6Eg7DYjCacY7KY,0,FALSE
3v03nAW1n9vHm3HuEQqQ40,0,FALSE
1pUtRcs6feR4IfMLVRddei,0,FALSE
7uPdVKx2Urqudc2JSbNMDA,0,FALSE
2nK2HWaRbTOHhWCHvEU9xz,0,FALSE
1Uu3rkaIyUsIeDvP2dbMBW,0,FALSE
0BcX0W6nQwdcQAZTUL6Sr5,0,FALSE
41BgTvU9N59yitrhASOIE6,0,FALSE
3jauJ3FoVpuqnJtiAdvo8P,0,FALSE
6lVvUCCEnxNFNzHSx0BSaK,0,FALSE
6LbGVl35Ft4HM2iZcbgEjx,0,FALSE
3s0Yb57H3EjMqeCXu18nI5,0,FALSE
3bK3xwdmNTR4RX8QJ26O0g,0,FALSE
2ksNqgWfqgjENGRy8DFRQh,0,FALSE
7zBCZ7YJVOXazqG7YzaGZz,0,FALSE
783i1B7U6ZGgzJ8zNSLuqi,0,FALSE
